ethnic_sentiment,rural,unemployed,male,education,age,age_sq,dist_match,post_victory,country_match_fe,country_year_fe,language_year_id,future_victory,day,month,dayweek
National id more than ethnic,1,1,0,3,26,676,-9,1,2663,19,171,0,1,7,2
National id only,0,0,0,2,28,784,-2,1,5252,48,172,0,3,6,2
National id more than ethnic,0,0,1,0,45,2025,-13,1,5197,48,172,0,30,5,5
National and ethnic ids equal,0,0,1,1,31,961,-2,1,5252,48,172,0,3,6,2
National id only,0,1,1,5,21,441,-4,1,5252,48,172,0,5,6,4
National id only,0,1,0,5,27,729,-11,1,2663,19,171,0,3,7,4
National and ethnic ids equal,0,0,1,2,35,1225,-11,1,2663,19,171,0,3,7,4
National id only,0,0,1,5,65,4225,-2,1,5252,48,172,0,3,6,2
National and ethnic ids equal,0,0,0,2,28,784,-11,1,5197,48,221,0,28,5,3
National and ethnic ids equal,1,0,0,0,22,484,-14,1,5197,48,221,0,31,5,6
National and ethnic ids equal,1,0,1,0,22,484,-10,1,5197,48,221,0,27,5,2
Ethnic id more than national,0,0,1,0,40,1600,-9,1,5197,48,221,0,26,5,1
National and ethnic ids equal,0,0,1,4,19,361,-2,1,5252,48,221,0,3,6,2
National id only,1,0,0,1,34,1156,-12,1,5197,48,221,0,29,5,4
Ethnic id more than national,0,0,1,3,75,5625,-8,1,5197,48,221,0,25,5,0
National and ethnic ids equal,0,0,1,4,23,529,-1,1,5252,48,221,0,2,6,1
National id only,1,0,0,2,30,900,-2,1,5252,48,221,0,3,6,2
National id more than ethnic,1,0,1,2,31,961,-10,1,2663,19,220,0,2,7,3
National id only,0,0,0,0,49,2401,-14,1,5197,48,221,0,31,5,6
National and ethnic ids equal,0,0,0,7,23,529,-4,1,5252,48,221,0,5,6,4
National and ethnic ids equal,1,0,1,0,63,3969,-9,1,5197,48,221,0,26,5,1
Ethnic id more than national,1,0,0,0,64,4096,-1,1,5252,48,221,0,2,6,1
National and ethnic ids equal,1,0,0,4,26,676,-2,1,5252,48,221,0,3,6,2
National and ethnic ids equal,1,0,1,0,34,1156,-10,1,5197,48,221,0,27,5,2
National id only,1,0,1,2,28,784,-2,1,5252,48,221,0,3,6,2
Ethnic id more than national,0,0,1,4,35,1225,-12,1,2663,19,220,0,4,7,5
National id only,1,0,0,0,19,361,-9,1,2663,19,220,0,1,7,2
National id more than ethnic,0,0,1,4,30,900,-12,1,5197,48,221,0,29,5,4
National id more than ethnic,0,1,0,7,22,484,-9,1,5197,48,221,0,26,5,1
National id more than ethnic,1,0,1,2,37,1369,-12,1,5197,48,221,0,29,5,4
National id more than ethnic,1,0,0,2,40,1600,-1,1,5252,48,221,0,2,6,1
National id only,0,0,1,4,55,3025,-13,1,5197,48,221,0,30,5,5
National and ethnic ids equal,0,0,0,0,28,784,-10,1,5197,48,221,0,27,5,2
National and ethnic ids equal,1,1,0,2,38,1444,-1,1,5252,48,221,0,2,6,1
National id more than ethnic,1,1,0,0,50,2500,-8,1,2663,19,220,0,30,6,1
National id only,1,0,1,2,32,1024,-13,1,5197,48,221,0,30,5,5
National id only,1,0,1,0,55,3025,-13,1,2663,19,220,0,5,7,6
National id only,0,0,0,8,36,1296,-12,1,5197,48,221,0,29,5,4
National id more than ethnic,1,1,0,0,28,784,-10,1,2663,19,220,0,2,7,3
National id only,0,0,0,2,35,1225,-14,1,5197,48,221,0,31,5,6
National and ethnic ids equal,1,0,0,2,31,961,-2,1,5252,48,221,0,3,6,2
National id more than ethnic,0,0,1,7,36,1296,-12,1,5197,48,221,0,29,5,4
National and ethnic ids equal,0,1,0,2,33,1089,-1,1,5252,48,221,0,2,6,1
National id only,0,1,1,2,35,1225,-13,1,5197,48,221,0,30,5,5
National id only,0,1,0,2,24,576,-9,1,5197,48,221,0,26,5,1
Ethnic id only,1,1,0,0,65,4225,-12,1,2663,19,220,0,4,7,5
National id more than ethnic,0,0,0,0,27,729,-13,1,5197,48,221,0,30,5,5
National and ethnic ids equal,1,0,1,4,26,676,-3,1,5252,48,221,0,4,6,3
Ethnic id more than national,1,0,1,0,45,2025,-3,1,5252,48,221,0,4,6,3
National and ethnic ids equal,1,1,1,0,22,484,-1,1,5252,48,221,0,2,6,1
National id more than ethnic,1,0,1,4,25,625,-2,1,5252,48,221,0,3,6,2
Ethnic id only,1,0,1,0,68,4624,-13,1,2663,19,220,0,5,7,6
National and ethnic ids equal,1,0,0,2,19,361,-11,1,5197,48,221,0,28,5,3
National id only,0,0,0,2,53,2809,-13,1,5197,48,221,0,30,5,5
National and ethnic ids equal,0,0,0,2,33,1089,-4,1,5252,48,221,0,5,6,4
National and ethnic ids equal,0,1,0,0,25,625,-9,1,5197,48,221,0,26,5,1
National and ethnic ids equal,0,1,0,0,50,2500,-2,1,5252,48,221,0,3,6,2
National and ethnic ids equal,0,0,0,0,19,361,-12,1,5197,48,221,0,29,5,4
Ethnic id more than national,1,1,0,0,30,900,-14,1,5197,48,221,0,31,5,6
National and ethnic ids equal,0,0,1,4,64,4096,-10,1,5197,48,221,0,27,5,2
National and ethnic ids equal,1,1,0,0,33,1089,-2,1,5252,48,221,0,3,6,2
Ethnic id only,0,0,0,2,30,900,-9,1,5197,48,221,0,26,5,1
National id only,0,1,1,3,21,441,-11,1,5197,48,221,0,28,5,3
National and ethnic ids equal,1,0,1,7,32,1024,-3,1,5252,48,221,0,4,6,3
National and ethnic ids equal,0,0,0,0,49,2401,-14,1,5197,48,221,0,31,5,6
National and ethnic ids equal,1,0,0,0,20,400,-3,1,5252,48,221,0,4,6,3
National id only,0,1,0,2,40,1600,-2,1,5252,48,221,0,3,6,2
National and ethnic ids equal,0,1,0,4,28,784,-11,1,5197,48,221,0,28,5,3
National and ethnic ids equal,1,0,1,4,45,2025,-10,1,2663,19,220,0,2,7,3
National and ethnic ids equal,0,0,0,4,27,729,-13,1,5197,48,221,0,30,5,5
National and ethnic ids equal,1,0,0,0,35,1225,-10,1,2663,19,220,0,2,7,3
National id only,1,0,0,0,22,484,-10,1,2663,19,220,0,2,7,3
Ethnic id more than national,1,1,0,2,25,625,-11,1,2663,19,220,0,3,7,4
National id only,1,1,1,0,27,729,-10,1,2663,19,220,0,2,7,3
Ethnic id more than national,0,1,0,0,25,625,-13,1,5197,48,221,0,30,5,5
National and ethnic ids equal,0,0,1,2,25,625,-10,1,5197,48,221,0,27,5,2
National id only,0,1,1,7,19,361,-12,1,2663,19,220,0,4,7,5
National and ethnic ids equal,0,0,0,1,45,2025,-2,1,5252,48,221,0,3,6,2
National id only,1,0,0,0,30,900,-11,1,5197,48,221,0,28,5,3
National and ethnic ids equal,0,0,1,7,30,900,-11,1,5197,48,221,0,28,5,3
National id only,0,0,1,3,65,4225,-2,1,5252,48,221,0,3,6,2
National id only,1,1,0,5,20,400,-2,1,5252,48,221,0,3,6,2
National id only,0,0,0,2,45,2025,-10,1,2663,19,220,0,2,7,3
National id only,1,0,1,3,61,3721,-14,1,5197,48,221,0,31,5,6
National and ethnic ids equal,1,0,0,2,25,625,-2,1,5252,48,221,0,3,6,2
National id more than ethnic,1,0,0,0,35,1225,-10,1,5197,48,221,0,27,5,2
National id more than ethnic,1,1,1,5,44,1936,-9,1,2663,19,220,0,1,7,2
Ethnic id more than national,0,0,0,2,18,324,-11,1,5197,48,221,0,28,5,3
National id only,1,1,0,0,40,1600,-8,1,2663,19,220,0,30,6,1
National id only,1,0,0,0,34,1156,-1,1,5252,48,221,0,2,6,1
National and ethnic ids equal,0,0,0,1,60,3600,-11,1,5197,48,221,0,28,5,3
National and ethnic ids equal,0,0,1,0,25,625,-2,1,5252,48,221,0,3,6,2
National id only,1,0,0,0,35,1225,-13,1,2663,19,220,0,5,7,6
National and ethnic ids equal,0,0,0,3,37,1369,-4,1,5252,48,221,0,5,6,4
National id more than ethnic,0,0,1,8,35,1225,-11,1,5197,48,221,0,28,5,3
Ethnic id only,0,0,1,0,30,900,-10,1,2663,19,220,0,2,7,3
Ethnic id more than national,1,0,0,0,45,2025,-14,1,5197,48,221,0,31,5,6
National id only,1,0,1,9,35,1225,-8,1,2663,19,220,0,30,6,1
National id only,1,0,0,0,53,2809,-2,1,5252,48,221,0,3,6,2
National id more than ethnic,1,1,1,0,66,4356,-14,1,5197,48,221,0,31,5,6
National and ethnic ids equal,0,0,0,3,18,324,-9,1,5197,48,221,0,26,5,1
National id only,1,0,0,0,80,6400,-1,1,5252,48,221,0,2,6,1
National id only,0,0,1,4,35,1225,-11,1,2663,19,220,0,3,7,4
Ethnic id only,1,0,1,0,21,441,-9,1,2663,19,220,0,1,7,2
National and ethnic ids equal,0,1,1,2,42,1764,-4,1,5252,48,221,0,5,6,4
Ethnic id more than national,1,0,0,4,21,441,-9,1,5197,48,221,0,26,5,1
National id more than ethnic,0,0,0,4,20,400,-11,1,5197,48,221,0,28,5,3
National id only,0,0,1,4,27,729,-12,1,5197,48,221,0,29,5,4
National id only,0,0,0,0,35,1225,-12,1,2663,19,220,0,4,7,5
National id only,1,0,0,0,34,1156,-10,1,2663,19,220,0,2,7,3
National and ethnic ids equal,1,0,0,0,50,2500,-14,1,5197,48,221,0,31,5,6
National id only,1,0,1,0,38,1444,-9,1,5197,48,221,0,26,5,1
National id only,0,0,0,4,21,441,-11,1,5197,48,221,0,28,5,3
National and ethnic ids equal,0,0,0,4,18,324,-10,1,5197,48,221,0,27,5,2
National id only,0,0,0,3,39,1521,-13,1,5197,48,221,0,30,5,5
National and ethnic ids equal,0,0,1,2,30,900,-3,1,5252,48,221,0,4,6,3
Ethnic id only,0,0,1,0,22,484,-9,1,5197,48,221,0,26,5,1
Ethnic id only,1,0,0,0,40,1600,-2,1,5252,48,221,0,3,6,2
National and ethnic ids equal,1,0,1,5,36,1296,-13,1,2663,19,220,0,5,7,6
National and ethnic ids equal,0,0,1,2,19,361,-11,1,5197,48,221,0,28,5,3
National id only,1,0,0,5,21,441,-13,1,5197,48,221,0,30,5,5
National and ethnic ids equal,0,1,0,7,23,529,-10,1,5197,48,221,0,27,5,2
National and ethnic ids equal,0,1,1,3,18,324,-10,1,5197,48,221,0,27,5,2
National and ethnic ids equal,0,0,0,2,28,784,-3,1,5252,48,221,0,4,6,3
National id only,1,0,0,0,35,1225,-10,1,2663,19,220,0,2,7,3
National id only,0,0,0,3,47,2209,-11,1,5197,48,221,0,28,5,3
National and ethnic ids equal,1,0,1,2,35,1225,-14,1,5197,48,221,0,31,5,6
Ethnic id more than national,1,0,1,4,22,484,-14,1,5197,48,221,0,31,5,6
National id only,0,0,0,0,58,3364,-12,1,5197,48,221,0,29,5,4
National id only,0,0,1,0,38,1444,-12,1,2663,19,220,0,4,7,5
Ethnic id only,1,0,1,0,50,2500,-10,1,2663,19,220,0,2,7,3
National id only,0,0,1,2,26,676,-9,1,5197,48,221,0,26,5,1
National and ethnic ids equal,1,0,0,2,84,7056,-10,1,5197,48,221,0,27,5,2
National id only,1,0,0,0,25,625,-13,1,2663,19,220,0,5,7,6
National and ethnic ids equal,1,0,0,4,32,1024,-10,1,5197,48,221,0,27,5,2
National and ethnic ids equal,1,0,0,2,25,625,-8,1,5197,48,221,0,25,5,0
National id only,1,0,0,0,35,1225,-2,1,5252,48,221,0,3,6,2
National id only,0,0,1,0,65,4225,-10,1,5197,48,221,0,27,5,2
National and ethnic ids equal,1,1,1,4,24,576,-2,1,5252,48,221,0,3,6,2
National id only,1,0,1,2,23,529,-13,1,5197,48,221,0,30,5,5
National id only,1,0,1,0,55,3025,-2,1,5252,48,221,0,3,6,2
National and ethnic ids equal,1,0,1,4,42,1764,-11,1,2663,19,220,0,3,7,4
National and ethnic ids equal,0,0,1,7,28,784,-3,1,5252,48,221,0,4,6,3
National id only,0,1,0,7,22,484,-11,1,2663,19,220,0,3,7,4
National and ethnic ids equal,0,0,1,4,23,529,-10,1,5197,48,221,0,27,5,2
National id only,1,0,1,4,36,1296,-9,1,2663,19,220,0,1,7,2
Ethnic id only,1,1,0,0,36,1296,-8,1,2663,19,220,0,30,6,1
National id only,1,0,1,0,53,2809,-9,1,2663,19,220,0,1,7,2
Ethnic id more than national,0,1,1,5,21,441,-9,1,5197,48,221,0,26,5,1
National id only,1,0,1,2,26,676,-1,1,5252,48,221,0,2,6,1
Ethnic id more than national,1,1,1,2,36,1296,-10,1,2663,19,220,0,2,7,3
Ethnic id only,1,0,0,2,35,1225,-8,1,2663,19,220,0,30,6,1
National id more than ethnic,1,1,1,0,25,625,-10,1,2663,19,220,0,2,7,3
Ethnic id only,1,1,1,0,55,3025,-10,1,2663,19,220,0,2,7,3
National id more than ethnic,0,1,1,7,21,441,-11,1,5197,48,221,0,28,5,3
Ethnic id only,1,0,1,2,22,484,-1,1,5252,48,221,0,2,6,1
National and ethnic ids equal,0,0,0,0,56,3136,-11,1,5197,48,221,0,28,5,3
National id more than ethnic,0,0,0,0,32,1024,-1,1,5252,48,221,0,2,6,1
National and ethnic ids equal,1,0,1,0,27,729,-3,1,5252,48,221,0,4,6,3
National id only,0,0,1,8,26,676,-8,1,5197,48,221,0,25,5,0
National id more than ethnic,1,0,0,2,41,1681,-14,1,5197,48,221,0,31,5,6
Ethnic id more than national,1,0,1,0,33,1089,-1,1,5252,48,221,0,2,6,1
National id only,1,0,0,2,55,3025,-9,1,5197,48,221,0,26,5,1
National and ethnic ids equal,0,0,1,8,27,729,-11,1,5197,48,221,0,28,5,3
National id only,1,0,0,2,35,1225,-13,1,5197,48,221,0,30,5,5
National id only,0,1,0,0,50,2500,-14,1,5197,48,221,0,31,5,6
National and ethnic ids equal,0,0,1,4,28,784,-8,1,5197,48,221,0,25,5,0
National id only,0,1,0,4,19,361,-9,1,5197,48,221,0,26,5,1
Ethnic id more than national,0,0,0,0,27,729,-12,1,5197,48,221,0,29,5,4
National and ethnic ids equal,0,0,1,4,38,1444,-11,1,2663,19,220,0,3,7,4
National and ethnic ids equal,0,0,1,0,25,625,-13,1,5197,48,221,0,30,5,5
National id only,0,0,0,0,50,2500,-10,1,2663,19,220,0,2,7,3
National and ethnic ids equal,0,1,1,2,21,441,-11,1,5197,48,221,0,28,5,3
National and ethnic ids equal,0,0,1,4,36,1296,-10,1,5197,48,221,0,27,5,2
National id only,1,1,1,2,25,625,-2,1,5252,48,221,0,3,6,2
National id only,1,0,1,4,55,3025,-9,1,5197,48,221,0,26,5,1
National id only,0,0,1,4,19,361,-9,1,5197,48,221,0,26,5,1
National and ethnic ids equal,1,0,1,4,30,900,-10,1,5197,48,221,0,27,5,2
Ethnic id more than national,0,0,1,0,25,625,-2,1,5252,48,221,0,3,6,2
National and ethnic ids equal,0,0,0,7,57,3249,-4,1,5252,48,221,0,5,6,4
National id more than ethnic,1,0,1,4,37,1369,-9,1,2663,19,220,0,1,7,2
National id only,1,0,0,0,45,2025,-13,1,5197,48,221,0,30,5,5
National and ethnic ids equal,0,0,0,2,30,900,-10,1,5197,48,221,0,27,5,2
Ethnic id more than national,1,0,1,0,64,4096,-8,1,2663,19,220,0,30,6,1
National id only,1,1,0,1,25,625,-11,1,2663,19,220,0,3,7,4
National id only,1,1,1,5,47,2209,-12,1,2663,19,220,0,4,7,5
National id only,1,1,1,2,35,1225,-10,1,2663,19,220,0,2,7,3
National id more than ethnic,1,1,0,0,41,1681,-8,1,2663,19,220,0,30,6,1
Ethnic id only,1,0,0,0,45,2025,-9,1,2663,19,220,0,1,7,2
National id only,1,0,0,0,22,484,-2,1,5252,48,221,0,3,6,2
Ethnic id more than national,1,1,1,0,32,1024,-1,1,5252,48,221,0,2,6,1
National and ethnic ids equal,0,0,0,3,44,1936,-9,1,5197,48,221,0,26,5,1
National id more than ethnic,0,0,1,0,58,3364,-13,1,2663,19,220,0,5,7,6
National and ethnic ids equal,0,0,1,0,38,1444,-10,1,5197,48,221,0,27,5,2
National id only,0,0,1,7,47,2209,-11,1,5197,48,221,0,28,5,3
National id only,1,0,0,0,46,2116,-12,1,5197,48,221,0,29,5,4
National id only,1,1,0,2,29,841,-10,1,5197,48,221,0,27,5,2
National and ethnic ids equal,0,0,0,0,58,3364,-3,1,5252,48,221,0,4,6,3
National id only,1,0,1,0,66,4356,-2,1,5252,48,221,0,3,6,2
National and ethnic ids equal,0,0,1,2,46,2116,-11,1,5197,48,221,0,28,5,3
National id only,0,0,0,4,21,441,-11,1,5197,48,221,0,28,5,3
National id only,1,0,1,2,44,1936,-10,1,5197,48,221,0,27,5,2
Ethnic id more than national,0,0,1,4,19,361,-13,1,5197,48,221,0,30,5,5
National and ethnic ids equal,0,0,1,4,21,441,-12,1,5197,48,221,0,29,5,4
National and ethnic ids equal,0,0,0,0,30,900,-8,1,5197,48,221,0,25,5,0
National and ethnic ids equal,0,0,1,4,45,2025,-13,1,5197,48,221,0,30,5,5
National id only,1,0,1,7,33,1089,-10,1,2663,19,220,0,2,7,3
National and ethnic ids equal,1,0,1,2,40,1600,-12,1,2663,19,220,0,4,7,5
National id more than ethnic,0,0,0,0,27,729,-9,1,2663,19,220,0,1,7,2
National and ethnic ids equal,0,0,1,4,32,1024,-1,1,5252,48,221,0,2,6,1
National and ethnic ids equal,0,1,1,8,41,1681,-4,1,5252,48,221,0,5,6,4
Ethnic id only,1,0,1,2,60,3600,-10,1,2663,19,220,0,2,7,3
National and ethnic ids equal,1,1,0,7,27,729,-2,1,5252,48,221,0,3,6,2
National and ethnic ids equal,1,1,1,2,19,361,-8,1,5197,48,221,0,25,5,0
National id only,0,0,1,0,50,2500,-12,1,2663,19,220,0,4,7,5
National and ethnic ids equal,1,0,1,0,27,729,-10,1,5197,48,221,0,27,5,2
National and ethnic ids equal,1,1,1,0,28,784,-14,1,5197,48,221,0,31,5,6
National and ethnic ids equal,0,0,0,2,29,841,-10,1,5197,48,221,0,27,5,2
National id more than ethnic,1,1,1,4,23,529,-11,1,2663,19,220,0,3,7,4
National id only,0,0,0,0,55,3025,-12,1,5197,48,221,0,29,5,4
Ethnic id only,0,0,1,7,66,4356,-9,1,5197,48,221,0,26,5,1
National id more than ethnic,1,0,0,2,30,900,-2,1,5252,48,221,0,3,6,2
Ethnic id more than national,1,0,0,0,40,1600,-11,1,2663,19,220,0,3,7,4
Ethnic id more than national,0,1,0,0,45,2025,-2,1,5252,48,221,0,3,6,2
National and ethnic ids equal,0,0,1,4,36,1296,-11,1,5197,48,221,0,28,5,3
National and ethnic ids equal,0,0,0,2,26,676,-8,1,5197,48,221,0,25,5,0
National and ethnic ids equal,0,1,1,5,20,400,-10,1,5197,48,221,0,27,5,2
National and ethnic ids equal,1,0,1,2,70,4900,-2,1,5252,48,221,0,3,6,2
National and ethnic ids equal,1,0,0,0,50,2500,-14,1,5197,48,221,0,31,5,6
National id more than ethnic,1,0,1,0,30,900,-13,1,2663,19,220,0,5,7,6
National id only,0,0,1,7,27,729,-12,1,5197,48,221,0,29,5,4
National id only,0,0,1,7,25,625,-13,1,5197,48,221,0,30,5,5
National id only,1,0,1,0,42,1764,-13,1,2663,19,220,0,5,7,6
National id only,0,0,0,5,25,625,-14,1,5197,48,221,0,31,5,6
National and ethnic ids equal,0,0,1,0,57,3249,-3,1,5252,48,221,0,4,6,3
National id more than ethnic,0,0,1,7,23,529,-8,1,5197,48,221,0,25,5,0
National and ethnic ids equal,1,0,1,2,37,1369,-14,1,5197,48,221,0,31,5,6
National id only,1,1,0,4,33,1089,-1,1,5252,48,221,0,2,6,1
National and ethnic ids equal,0,0,1,3,52,2704,-9,1,5197,48,221,0,26,5,1
National id only,1,0,1,2,75,5625,-9,1,2663,19,220,0,1,7,2
Ethnic id only,0,0,1,2,22,484,-12,1,2663,19,220,0,4,7,5
Ethnic id only,0,1,1,4,21,441,-8,1,5197,48,221,0,25,5,0
National and ethnic ids equal,1,1,1,0,52,2704,-14,1,5197,48,221,0,31,5,6
National id only,1,0,1,0,33,1089,-10,1,5197,48,221,0,27,5,2
National and ethnic ids equal,0,0,1,4,22,484,-13,1,5197,48,221,0,30,5,5
National id more than ethnic,1,0,0,0,45,2025,-13,1,5197,48,221,0,30,5,5
National id more than ethnic,1,1,0,0,40,1600,-14,1,5197,48,221,0,31,5,6
National and ethnic ids equal,0,0,0,4,38,1444,-3,1,5252,48,221,0,4,6,3
Ethnic id only,1,0,1,0,60,3600,-1,1,5252,48,221,0,2,6,1
National id only,1,0,1,2,59,3481,-9,1,5197,48,221,0,26,5,1
National id more than ethnic,1,0,1,2,22,484,-10,1,5197,48,221,0,27,5,2
National id more than ethnic,1,0,0,4,25,625,-3,1,5252,48,221,0,4,6,3
National and ethnic ids equal,1,0,1,0,79,6241,-10,1,5197,48,221,0,27,5,2
National and ethnic ids equal,1,0,0,2,25,625,-11,1,2663,19,220,0,3,7,4
National and ethnic ids equal,0,0,1,4,65,4225,-4,1,5252,48,221,0,5,6,4
National id only,1,0,1,4,33,1089,-3,1,5252,48,221,0,4,6,3
Ethnic id only,1,0,0,2,40,1600,-14,1,5197,48,221,0,31,5,6
National and ethnic ids equal,0,0,0,0,25,625,-13,1,5197,48,221,0,30,5,5
National and ethnic ids equal,1,0,0,0,25,625,-8,1,5197,48,221,0,25,5,0
National id only,0,1,1,7,37,1369,-10,1,5197,48,221,0,27,5,2
National and ethnic ids equal,0,0,0,2,25,625,-4,1,5252,48,221,0,5,6,4
National id only,0,1,0,2,20,400,-12,1,5197,48,221,0,29,5,4
National and ethnic ids equal,1,1,0,0,23,529,-9,1,2663,19,220,0,1,7,2
Ethnic id more than national,1,0,0,0,32,1024,-9,1,2663,19,220,0,1,7,2
National id only,0,1,1,4,19,361,-8,1,2663,19,220,0,30,6,1
National id only,1,0,0,0,26,676,-2,1,5252,48,221,0,3,6,2
Ethnic id more than national,0,1,1,4,22,484,-13,1,5197,48,221,0,30,5,5
National id more than ethnic,1,0,0,0,40,1600,-9,1,2663,19,220,0,1,7,2
Ethnic id only,0,0,1,0,67,4489,-9,1,5197,48,221,0,26,5,1
Ethnic id more than national,0,0,0,4,21,441,-13,1,2663,19,220,0,5,7,6
National id only,1,0,1,2,37,1369,-11,1,2663,19,220,0,3,7,4
Ethnic id only,0,0,0,2,23,529,-12,1,2663,19,220,0,4,7,5
Ethnic id more than national,1,0,0,2,26,676,-10,1,5197,48,221,0,27,5,2
National and ethnic ids equal,0,0,1,4,18,324,-4,1,5252,48,221,0,5,6,4
National and ethnic ids equal,0,0,1,4,19,361,-11,1,5197,48,221,0,28,5,3
National id only,0,1,1,4,30,900,-14,1,5197,48,221,0,31,5,6
National id more than ethnic,0,0,0,7,19,361,-8,1,5197,48,221,0,25,5,0
National id only,0,0,1,7,42,1764,-2,1,5252,48,221,0,3,6,2
National id more than ethnic,1,0,0,0,25,625,-1,1,5252,48,221,0,2,6,1
National and ethnic ids equal,1,1,1,0,37,1369,-2,1,5252,48,221,0,3,6,2
National and ethnic ids equal,1,0,1,4,38,1444,-9,1,5197,48,221,0,26,5,1
National and ethnic ids equal,0,1,0,4,23,529,-13,1,5197,48,221,0,30,5,5
National id only,0,0,1,2,44,1936,-10,1,2663,19,220,0,2,7,3
Ethnic id more than national,0,0,1,4,21,441,-14,1,5197,48,221,0,31,5,6
National and ethnic ids equal,0,0,1,2,28,784,-9,1,5197,48,221,0,26,5,1
National and ethnic ids equal,0,0,1,7,24,576,-14,1,5197,48,221,0,31,5,6
National and ethnic ids equal,1,1,1,2,58,3364,-9,1,2663,19,220,0,1,7,2
National id only,0,0,0,2,35,1225,-13,1,5197,48,221,0,30,5,5
National id only,1,0,0,0,32,1024,-12,1,5197,48,221,0,29,5,4
Ethnic id only,1,1,0,0,35,1225,-10,1,2663,19,220,0,2,7,3
National id more than ethnic,0,0,1,5,29,841,-11,1,5197,48,221,0,28,5,3
National and ethnic ids equal,0,1,0,0,36,1296,-12,1,2663,19,220,0,4,7,5
National id only,0,1,1,4,22,484,-11,1,5197,48,221,0,28,5,3
National and ethnic ids equal,1,0,0,2,58,3364,-8,1,2663,19,220,0,30,6,1
National id only,0,0,0,4,25,625,-9,1,5197,48,221,0,26,5,1
National and ethnic ids equal,1,1,1,2,62,3844,-2,1,5252,48,221,0,3,6,2
National id more than ethnic,0,0,0,2,64,4096,-12,1,5197,48,221,0,29,5,4
National id more than ethnic,1,1,0,0,23,529,-10,1,2663,19,220,0,2,7,3
National id only,1,0,0,2,30,900,-2,1,5252,48,221,0,3,6,2
National id only,1,0,1,0,31,961,-8,1,2663,19,220,0,30,6,1
National id only,0,0,1,4,31,961,-11,1,5197,48,221,0,28,5,3
National id only,1,0,1,0,67,4489,-2,1,5252,48,221,0,3,6,2
Ethnic id more than national,1,0,1,2,27,729,-10,1,2663,19,220,0,2,7,3
National and ethnic ids equal,1,0,0,2,30,900,-9,1,5197,48,221,0,26,5,1
National and ethnic ids equal,1,0,1,0,62,3844,-2,1,5252,48,221,0,3,6,2
National id more than ethnic,1,0,0,0,35,1225,-11,1,2663,19,220,0,3,7,4
National and ethnic ids equal,1,0,1,0,37,1369,-8,1,5197,48,221,0,25,5,0
Ethnic id only,1,0,0,0,28,784,-12,1,5197,48,221,0,29,5,4
National and ethnic ids equal,1,0,1,0,30,900,-2,1,5252,48,221,0,3,6,2
Ethnic id only,1,0,1,5,22,484,-9,1,5197,48,221,0,26,5,1
National id only,0,0,1,4,56,3136,-12,1,5197,48,221,0,29,5,4
Ethnic id more than national,1,1,1,7,34,1156,-8,1,5197,48,221,0,25,5,0
Ethnic id only,1,0,1,3,34,1156,-11,1,5197,48,221,0,28,5,3
National and ethnic ids equal,0,0,1,7,28,784,-1,1,5252,48,221,0,2,6,1
National id only,0,1,1,0,30,900,-12,1,2663,19,220,0,4,7,5
National and ethnic ids equal,1,0,1,2,55,3025,-1,1,5252,48,221,0,2,6,1
National id only,0,0,1,4,46,2116,-4,1,5252,48,221,0,5,6,4
National id only,0,0,0,3,25,625,-10,1,5197,48,221,0,27,5,2
Ethnic id only,0,0,0,0,50,2500,-8,1,5197,48,221,0,25,5,0
National and ethnic ids equal,0,0,0,0,42,1764,-13,1,5197,48,221,0,30,5,5
National and ethnic ids equal,0,0,1,1,31,961,-9,1,5197,48,221,0,26,5,1
National id only,1,1,0,0,26,676,-9,1,2663,19,220,0,1,7,2
National id only,1,1,1,4,42,1764,-12,1,5197,48,221,0,29,5,4
National and ethnic ids equal,0,0,1,4,66,4356,-2,1,5252,48,221,0,3,6,2
National and ethnic ids equal,0,0,0,0,37,1369,-11,1,5197,48,221,0,28,5,3
National id only,1,0,1,0,20,400,-3,1,5252,48,221,0,4,6,3
National and ethnic ids equal,1,0,1,0,29,841,-8,1,5197,48,221,0,25,5,0
National id only,0,0,1,4,40,1600,-9,1,5197,48,221,0,26,5,1
National id only,0,1,1,7,18,324,-11,1,5197,48,221,0,28,5,3
National and ethnic ids equal,0,1,1,0,35,1225,-12,1,5197,48,221,0,29,5,4
National and ethnic ids equal,0,0,1,2,52,2704,-1,1,5252,48,221,0,2,6,1
National id only,0,0,1,7,27,729,-10,1,5197,48,221,0,27,5,2
National id more than ethnic,0,0,1,0,50,2500,-12,1,2663,19,220,0,4,7,5
National id only,1,1,0,4,53,2809,-12,1,2663,19,220,0,4,7,5
Ethnic id only,1,0,1,4,19,361,-10,1,2663,19,220,0,2,7,3
National id more than ethnic,0,1,0,0,28,784,-10,1,2663,19,220,0,2,7,3
National id only,1,0,0,0,75,5625,-10,1,5197,48,221,0,27,5,2
National id more than ethnic,0,1,1,8,36,1296,-8,1,5197,48,221,0,25,5,0
National id only,0,0,0,4,19,361,-8,1,5197,48,221,0,25,5,0
National and ethnic ids equal,1,0,1,0,55,3025,-9,1,2663,19,220,0,1,7,2
