ethnic_sentiment,rural,unemployed,male,education,age,age_sq,dist_match,post_victory,country_match_fe,country_year_fe,language_year_id,future_victory,day,month,dayweek
National and ethnic ids equal,1,1,1,2,35,1225,13,0,1234,11,15,0,14,3,1
National and ethnic ids equal,1,0,0,0,65,4225,15,0,4249,34,16,1,17,5,4
National id only,0,0,1,6,28,784,13,0,5276,52,17,0,3,6,2
National id more than ethnic,1,0,0,0,70,4900,14,0,1234,11,15,0,13,3,0
National id only,1,0,0,3,32,1024,14,0,4249,34,16,1,18,5,5
National id only,0,0,1,6,34,1156,8,0,127,1,14,0,30,8,5
National and ethnic ids equal,1,0,0,4,39,1521,7,0,5276,52,17,0,9,6,1
National id only,1,0,1,4,32,1024,15,0,4249,34,16,1,17,5,4
National id only,0,0,0,2,47,2209,14,0,4249,34,16,1,18,5,5
National id only,0,1,1,3,36,1296,11,0,4249,34,16,1,21,5,1
National and ethnic ids equal,0,0,0,4,18,324,11,0,4249,34,16,1,21,5,1
National and ethnic ids equal,1,0,0,2,30,900,14,0,4249,34,16,1,18,5,5
National and ethnic ids equal,1,0,0,4,30,900,10,0,1234,11,15,0,17,3,4
National id only,1,0,1,2,38,1444,9,0,127,1,14,0,29,8,4
National id only,0,0,1,3,38,1444,9,0,1234,11,15,0,18,3,5
National id only,1,0,0,3,45,2025,6,0,127,1,14,0,1,9,0
National id only,0,0,0,5,27,729,13,0,4249,34,16,1,19,5,6
National and ethnic ids equal,0,1,0,7,24,576,10,0,4249,34,16,1,22,5,2
National id only,0,0,0,3,27,729,15,0,5276,52,17,0,1,6,0
National and ethnic ids equal,1,0,0,2,38,1444,8,0,4249,34,16,1,24,5,4
National id only,0,0,1,4,61,3721,10,0,1234,11,15,0,17,3,4
National and ethnic ids equal,1,0,1,7,62,3844,14,0,4249,34,16,1,18,5,5
National and ethnic ids equal,0,0,1,4,23,529,14,0,1234,11,15,0,13,3,0
National id only,1,0,1,3,49,2401,2,0,127,1,14,0,5,9,4
National and ethnic ids equal,1,0,1,0,45,2025,15,0,1234,11,15,0,12,3,6
National id only,1,0,1,2,42,1764,15,0,1234,11,15,0,12,3,6
Ethnic id only,0,0,0,3,39,1521,5,0,127,1,14,0,2,9,1
National and ethnic ids equal,1,1,1,6,46,2116,14,0,4249,34,16,1,18,5,5
Ethnic id more than national,1,0,1,0,72,5184,13,0,1234,11,15,0,14,3,1
National and ethnic ids equal,0,0,0,4,29,841,10,0,4249,34,16,1,22,5,2
National and ethnic ids equal,1,0,1,4,22,484,14,0,4249,34,16,1,18,5,5
National id only,0,0,1,5,32,1024,15,0,5276,52,17,0,1,6,0
National id only,0,0,0,4,28,784,-1,0,127,1,14,0,8,9,0
National and ethnic ids equal,0,1,1,4,20,400,14,0,4249,34,16,1,18,5,5
National id more than ethnic,0,0,1,4,23,529,9,0,5276,52,17,0,7,6,6
National id only,1,0,0,2,39,1521,5,0,127,1,14,0,2,9,1
National id only,1,0,0,3,52,2704,13,0,4249,34,16,1,19,5,6
National id more than ethnic,0,0,0,3,30,900,14,0,5276,52,17,0,2,6,1
National id only,0,0,1,3,42,1764,14,0,1234,11,15,0,13,3,0
National and ethnic ids equal,0,0,1,2,70,4900,10,0,4249,34,16,1,22,5,2
Ethnic id only,0,1,0,3,25,625,7,0,127,1,14,0,31,8,6
National id only,0,0,1,8,35,1225,-1,0,127,1,14,0,8,9,0
National id only,1,0,0,4,38,1444,13,0,5276,52,17,0,3,6,2
National id only,1,0,1,3,38,1444,2,0,127,1,14,0,5,9,4
National id more than ethnic,1,0,0,0,30,900,11,0,4249,34,16,1,21,5,1
National id only,0,0,1,3,73,5329,14,0,4249,34,16,1,18,5,5
National id only,1,0,1,4,21,441,8,0,5276,52,17,0,8,6,0
National id only,0,1,0,2,23,529,15,0,4249,34,16,1,17,5,4
National id only,0,0,1,5,26,676,12,0,1234,11,15,0,15,3,2
National and ethnic ids equal,1,0,0,0,20,400,9,0,1234,11,15,0,18,3,5
National id only,0,0,1,8,42,1764,3,0,127,1,14,0,4,9,3
National id only,0,0,0,4,27,729,14,0,4249,34,16,1,18,5,5
National id only,1,1,0,0,27,729,10,0,4249,34,16,1,22,5,2
National and ethnic ids equal,1,0,1,0,89,7921,12,0,5276,52,17,0,4,6,3
National and ethnic ids equal,0,0,0,4,21,441,14,0,5276,52,17,0,2,6,1
National id only,1,0,0,0,75,5625,14,0,4249,34,16,1,18,5,5
National id only,0,0,1,0,42,1764,11,0,4249,34,16,1,21,5,1
Ethnic id more than national,1,0,0,5,30,900,13,0,1234,11,15,0,14,3,1
National id only,1,0,0,3,20,400,2,0,127,1,14,0,5,9,4
National and ethnic ids equal,0,1,1,4,51,2601,9,0,5276,52,17,0,7,6,6
National and ethnic ids equal,0,1,0,5,20,400,12,0,5276,52,17,0,4,6,3
National id more than ethnic,0,0,0,0,72,5184,10,0,1234,11,15,0,17,3,4
National id only,0,0,1,4,54,2916,13,0,5276,52,17,0,3,6,2
National and ethnic ids equal,0,1,0,5,20,400,10,0,5276,52,17,0,6,6,5
National id only,0,0,0,1,59,3481,12,0,4249,34,16,1,20,5,0
National id only,1,0,0,3,21,441,9,0,127,1,14,0,29,8,4
National and ethnic ids equal,0,0,1,3,37,1369,10,0,1234,11,15,0,17,3,4
National id only,1,1,1,0,71,5041,10,0,1234,11,15,0,17,3,4
National id only,0,0,1,3,40,1600,12,0,4249,34,16,1,20,5,0
National and ethnic ids equal,0,1,1,2,48,2304,11,0,1234,11,15,0,16,3,3
Ethnic id only,0,0,0,3,32,1024,5,0,127,1,14,0,2,9,1
National id only,1,0,0,0,76,5776,10,0,5276,52,17,0,6,6,5
National id only,0,0,0,0,65,4225,13,0,1234,11,15,0,14,3,1
National id only,0,0,0,2,53,2809,5,0,127,1,14,0,2,9,1
National id more than ethnic,0,0,0,4,24,576,14,0,1234,11,15,0,13,3,0
National and ethnic ids equal,0,0,0,4,45,2025,11,0,5276,52,17,0,5,6,4
National id only,1,0,0,2,30,900,15,0,4249,34,16,1,17,5,4
National id only,1,0,0,0,22,484,13,0,1234,11,15,0,14,3,1
National id only,1,0,1,6,63,3969,14,0,5276,52,17,0,2,6,1
Ethnic id only,1,0,0,0,65,4225,5,0,127,1,14,0,2,9,1
National id only,1,0,0,3,30,900,4,0,127,1,14,0,3,9,2
National id more than ethnic,0,0,0,4,35,1225,9,0,5276,52,17,0,7,6,6
National id only,0,1,1,5,22,484,10,0,4249,34,16,1,22,5,2
National id more than ethnic,1,0,0,0,70,4900,13,0,1234,11,15,0,14,3,1
Ethnic id more than national,0,0,0,1,72,5184,12,0,1234,11,15,0,15,3,2
National and ethnic ids equal,1,0,1,3,39,1521,14,0,4249,34,16,1,18,5,5
National id only,0,1,0,0,40,1600,10,0,4249,34,16,1,22,5,2
National id only,0,0,1,6,28,784,13,0,4249,34,16,1,19,5,6
National and ethnic ids equal,0,0,1,8,50,2500,11,0,4249,34,16,1,21,5,1
National id only,1,0,0,0,55,3025,13,0,4249,34,16,1,19,5,6
National id more than ethnic,1,0,0,4,54,2916,11,0,5276,52,17,0,5,6,4
National id only,0,0,0,3,32,1024,4,0,127,1,14,0,3,9,2
National id more than ethnic,0,1,1,5,38,1444,9,0,5276,52,17,0,7,6,6
Ethnic id only,1,0,0,3,67,4489,8,0,127,1,14,0,30,8,5
National and ethnic ids equal,0,0,0,6,33,1089,15,0,5276,52,17,0,1,6,0
National id more than ethnic,0,0,0,8,31,961,14,0,5276,52,17,0,2,6,1
National id only,1,0,1,3,80,6400,2,0,127,1,14,0,5,9,4
National and ethnic ids equal,1,0,1,5,20,400,11,0,1234,11,15,0,16,3,3
National id only,1,0,1,5,19,361,12,0,5276,52,17,0,4,6,3
Ethnic id more than national,1,0,0,2,37,1369,15,0,1234,11,15,0,12,3,6
National id only,0,0,0,3,52,2704,13,0,5276,52,17,0,3,6,2
National and ethnic ids equal,0,0,1,4,32,1024,12,0,5276,52,17,0,4,6,3
National and ethnic ids equal,1,0,0,0,27,729,14,0,4249,34,16,1,18,5,5
Ethnic id only,1,0,0,0,67,4489,1,0,127,1,14,0,6,9,5
Ethnic id only,1,0,0,7,51,2601,5,0,127,1,14,0,2,9,1
National id only,1,0,0,2,40,1600,1,0,127,1,14,0,6,9,5
National id only,1,0,0,2,47,2209,10,0,5276,52,17,0,6,6,5
National id only,0,0,0,5,20,400,11,0,4249,34,16,1,21,5,1
National id only,0,0,0,6,59,3481,13,0,4249,34,16,1,19,5,6
National and ethnic ids equal,0,0,1,3,35,1225,11,0,4249,34,16,1,21,5,1
National and ethnic ids equal,0,0,0,2,44,1936,13,0,1234,11,15,0,14,3,1
National id more than ethnic,0,0,1,8,52,2704,14,0,1234,11,15,0,13,3,0
National and ethnic ids equal,1,1,0,5,21,441,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,1,1,0,3,30,900,13,0,4249,34,16,1,19,5,6
National and ethnic ids equal,0,0,1,4,64,4096,11,0,5276,52,17,0,5,6,4
National and ethnic ids equal,0,0,0,4,48,2304,12,0,5276,52,17,0,4,6,3
Ethnic id only,0,0,0,4,29,841,8,0,127,1,14,0,30,8,5
Ethnic id more than national,0,0,0,5,29,841,11,0,5276,52,17,0,5,6,4
National and ethnic ids equal,0,0,0,4,48,2304,12,0,5276,52,17,0,4,6,3
National and ethnic ids equal,0,0,0,3,19,361,9,0,5276,52,17,0,7,6,6
National and ethnic ids equal,0,1,0,5,54,2916,14,0,1234,11,15,0,13,3,0
National id more than ethnic,0,0,0,6,39,1521,14,0,5276,52,17,0,2,6,1
National and ethnic ids equal,0,0,1,5,37,1369,13,0,4249,34,16,1,19,5,6
National id only,0,0,1,5,25,625,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,1,1,0,2,27,729,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,0,0,1,5,34,1156,11,0,4249,34,16,1,21,5,1
Ethnic id only,1,1,0,5,31,961,4,0,127,1,14,0,3,9,2
National id more than ethnic,0,1,1,5,19,361,11,0,5276,52,17,0,5,6,4
National and ethnic ids equal,1,0,1,4,82,6724,13,0,1234,11,15,0,14,3,1
National and ethnic ids equal,0,1,0,5,35,1225,11,0,5276,52,17,0,5,6,4
National and ethnic ids equal,0,0,0,6,54,2916,15,0,4249,34,16,1,17,5,4
National id only,0,0,1,5,24,576,7,0,5276,52,17,0,9,6,1
National and ethnic ids equal,0,0,0,5,30,900,13,0,4249,34,16,1,19,5,6
National id more than ethnic,1,0,1,3,42,1764,13,0,4249,34,16,1,19,5,6
National id only,1,0,1,3,28,784,8,0,4249,34,16,1,24,5,4
National and ethnic ids equal,1,0,1,2,69,4761,13,0,1234,11,15,0,14,3,1
National id only,1,0,0,3,31,961,13,0,1234,11,15,0,14,3,1
National id more than ethnic,0,0,0,4,45,2025,8,0,4249,34,16,1,24,5,4
National and ethnic ids equal,1,0,1,5,24,576,12,0,5276,52,17,0,4,6,3
National id only,1,0,1,2,24,576,8,0,127,1,14,0,30,8,5
Ethnic id more than national,0,0,1,0,70,4900,12,0,1234,11,15,0,15,3,2
National id only,1,0,0,3,52,2704,6,0,127,1,14,0,1,9,0
National and ethnic ids equal,0,0,0,4,42,1764,15,0,5276,52,17,0,1,6,0
National id only,1,0,0,0,29,841,10,0,5276,52,17,0,6,6,5
National id only,1,1,1,1,56,3136,11,0,4249,34,16,1,21,5,1
National and ethnic ids equal,1,0,1,2,40,1600,13,0,1234,11,15,0,14,3,1
National and ethnic ids equal,0,1,1,5,35,1225,8,0,4249,34,16,1,24,5,4
National id only,1,1,1,1,48,2304,15,0,4249,34,16,1,17,5,4
National id more than ethnic,1,0,1,2,76,5776,11,0,4249,34,16,1,21,5,1
National and ethnic ids equal,0,0,0,3,29,841,12,0,5276,52,17,0,4,6,3
National id more than ethnic,0,0,1,3,40,1600,13,0,4249,34,16,1,19,5,6
National and ethnic ids equal,0,1,0,4,40,1600,14,0,1234,11,15,0,13,3,0
National id only,1,0,0,2,52,2704,8,0,5276,52,17,0,8,6,0
National id only,0,0,0,0,62,3844,3,0,127,1,14,0,4,9,3
National and ethnic ids equal,0,1,1,8,38,1444,8,0,5276,52,17,0,8,6,0
National id more than ethnic,1,0,1,3,40,1600,9,0,4249,34,16,1,23,5,3
National and ethnic ids equal,0,0,0,0,58,3364,12,0,5276,52,17,0,4,6,3
Ethnic id more than national,1,0,1,4,45,2025,12,0,5276,52,17,0,4,6,3
National id only,1,0,1,2,23,529,15,0,5276,52,17,0,1,6,0
Ethnic id more than national,0,1,0,0,70,4900,12,0,1234,11,15,0,15,3,2
National id more than ethnic,0,0,0,6,27,729,9,0,1234,11,15,0,18,3,5
National id only,0,0,0,2,32,1024,7,0,127,1,14,0,31,8,6
National id more than ethnic,1,1,0,4,36,1296,13,0,4249,34,16,1,19,5,6
National and ethnic ids equal,1,0,0,0,29,841,11,0,5276,52,17,0,5,6,4
Ethnic id more than national,0,0,0,4,44,1936,11,0,5276,52,17,0,5,6,4
National id only,1,0,1,3,33,1089,9,0,4249,34,16,1,23,5,3
National id only,0,0,0,5,32,1024,7,0,5276,52,17,0,9,6,1
Ethnic id more than national,0,0,1,4,50,2500,12,0,5276,52,17,0,4,6,3
National and ethnic ids equal,0,1,0,3,25,625,9,0,5276,52,17,0,7,6,6
National id more than ethnic,1,0,0,0,33,1089,11,0,4249,34,16,1,21,5,1
National id only,1,0,1,3,36,1296,7,0,5276,52,17,0,9,6,1
National id only,0,0,0,3,23,529,9,0,4249,34,16,1,23,5,3
National and ethnic ids equal,0,0,1,5,20,400,14,0,5276,52,17,0,2,6,1
National and ethnic ids equal,1,0,1,6,67,4489,13,0,4249,34,16,1,19,5,6
National id more than ethnic,1,0,1,2,27,729,13,0,4249,34,16,1,19,5,6
Ethnic id more than national,1,0,1,3,31,961,13,0,5276,52,17,0,3,6,2
National and ethnic ids equal,1,0,1,2,53,2809,8,0,4249,34,16,1,24,5,4
National and ethnic ids equal,0,1,0,0,34,1156,12,0,5276,52,17,0,4,6,3
Ethnic id more than national,1,0,1,2,60,3600,13,0,5276,52,17,0,3,6,2
National id only,1,0,1,2,41,1681,13,0,1234,11,15,0,14,3,1
National and ethnic ids equal,1,0,0,4,55,3025,15,0,1234,11,15,0,12,3,6
National and ethnic ids equal,0,0,0,0,33,1089,14,0,4249,34,16,1,18,5,5
National id only,0,0,1,2,60,3600,14,0,4249,34,16,1,18,5,5
National id only,1,1,0,2,67,4489,12,0,1234,11,15,0,15,3,2
National id only,0,0,1,2,46,2116,7,0,127,1,14,0,31,8,6
National id only,1,0,0,2,22,484,11,0,4249,34,16,1,21,5,1
National id only,0,1,1,5,20,400,6,0,127,1,14,0,1,9,0
National id only,0,0,1,4,32,1024,9,0,5276,52,17,0,7,6,6
National id only,1,1,0,2,24,576,9,0,4249,34,16,1,23,5,3
National id only,0,0,1,3,36,1296,11,0,4249,34,16,1,21,5,1
National id only,0,0,1,6,27,729,13,0,5276,52,17,0,3,6,2
National id only,1,0,1,4,37,1369,8,0,5276,52,17,0,8,6,0
National id only,0,0,0,4,30,900,9,0,1234,11,15,0,18,3,5
National id only,0,0,0,5,32,1024,9,0,5276,52,17,0,7,6,6
National id only,1,1,0,3,31,961,13,0,4249,34,16,1,19,5,6
National and ethnic ids equal,1,1,1,4,30,900,13,0,5276,52,17,0,3,6,2
National id only,1,0,1,4,40,1600,15,0,4249,34,16,1,17,5,4
National id more than ethnic,0,0,1,6,36,1296,13,0,4249,34,16,1,19,5,6
National and ethnic ids equal,0,0,1,4,25,625,12,0,4249,34,16,1,20,5,0
National and ethnic ids equal,1,0,0,0,57,3249,11,0,1234,11,15,0,16,3,3
National id only,0,0,1,3,35,1225,7,0,127,1,14,0,31,8,6
National id only,0,0,1,9,18,324,13,0,1234,11,15,0,14,3,1
National id only,1,0,1,3,30,900,6,0,127,1,14,0,1,9,0
National and ethnic ids equal,0,1,0,2,37,1369,13,0,1234,11,15,0,14,3,1
National id only,1,0,1,4,26,676,8,0,5276,52,17,0,8,6,0
National id only,0,0,0,0,50,2500,10,0,1234,11,15,0,17,3,4
National id only,0,0,0,5,71,5041,14,0,4249,34,16,1,18,5,5
National and ethnic ids equal,0,0,0,5,28,784,13,0,1234,11,15,0,14,3,1
National id only,1,0,1,5,45,2025,15,0,5276,52,17,0,1,6,0
National id only,0,1,0,0,45,2025,15,0,1234,11,15,0,12,3,6
National id more than ethnic,0,0,1,4,27,729,12,0,1234,11,15,0,15,3,2
National id only,0,0,1,2,35,1225,9,0,4249,34,16,1,23,5,3
National id only,0,0,0,5,42,1764,8,0,127,1,14,0,30,8,5
National and ethnic ids equal,1,1,0,3,29,841,9,0,4249,34,16,1,23,5,3
National and ethnic ids equal,1,1,1,4,32,1024,11,0,4249,34,16,1,21,5,1
National id only,1,1,1,2,32,1024,3,0,127,1,14,0,4,9,3
National id only,0,1,1,3,32,1024,10,0,1234,11,15,0,17,3,4
National and ethnic ids equal,1,0,0,0,69,4761,13,0,1234,11,15,0,14,3,1
National and ethnic ids equal,0,0,1,7,28,784,12,0,5276,52,17,0,4,6,3
Ethnic id more than national,0,0,0,4,20,400,14,0,1234,11,15,0,13,3,0
National id only,0,0,1,5,63,3969,-2,0,127,1,14,0,9,9,1
National and ethnic ids equal,1,0,0,2,45,2025,14,0,4249,34,16,1,18,5,5
National and ethnic ids equal,1,0,0,3,30,900,15,0,1234,11,15,0,12,3,6
National id only,1,0,0,3,50,2500,11,0,1234,11,15,0,16,3,3
National id only,1,1,0,4,25,625,10,0,1234,11,15,0,17,3,4
National id more than ethnic,1,0,1,2,45,2025,12,0,1234,11,15,0,15,3,2
National id only,0,0,1,0,74,5476,10,0,4249,34,16,1,22,5,2
National id only,1,1,0,0,40,1600,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,0,0,1,2,32,1024,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,0,0,1,2,34,1156,14,0,5276,52,17,0,2,6,1
National and ethnic ids equal,0,0,0,3,80,6400,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,0,0,0,4,54,2916,13,0,4249,34,16,1,19,5,6
National id only,0,0,0,0,26,676,7,0,127,1,14,0,31,8,6
National id more than ethnic,0,0,1,8,58,3364,14,0,1234,11,15,0,13,3,0
National id only,1,0,1,2,31,961,2,0,127,1,14,0,5,9,4
National id only,1,0,1,3,79,6241,2,0,127,1,14,0,5,9,4
National id only,1,0,0,1,80,6400,2,0,127,1,14,0,5,9,4
National id more than ethnic,0,1,0,5,26,676,14,0,1234,11,15,0,13,3,0
National id only,0,0,0,5,40,1600,5,0,127,1,14,0,2,9,1
Ethnic id more than national,0,0,0,3,38,1444,10,0,1234,11,15,0,17,3,4
Ethnic id more than national,0,0,1,5,30,900,10,0,5276,52,17,0,6,6,5
National and ethnic ids equal,0,0,1,5,67,4489,12,0,1234,11,15,0,15,3,2
National id only,1,0,1,3,29,841,11,0,4249,34,16,1,21,5,1
National id more than ethnic,0,0,1,6,33,1089,9,0,5276,52,17,0,7,6,6
National and ethnic ids equal,0,1,0,4,25,625,15,0,1234,11,15,0,12,3,6
Ethnic id more than national,1,0,1,3,47,2209,14,0,1234,11,15,0,13,3,0
National id only,0,0,1,4,40,1600,9,0,5276,52,17,0,7,6,6
National id only,0,0,1,4,42,1764,10,0,5276,52,17,0,6,6,5
National and ethnic ids equal,0,0,1,4,56,3136,9,0,1234,11,15,0,18,3,5
National and ethnic ids equal,0,0,0,5,37,1369,10,0,4249,34,16,1,22,5,2
National id only,0,0,0,4,28,784,7,0,127,1,14,0,31,8,6
National id more than ethnic,1,0,1,3,39,1521,14,0,4249,34,16,1,18,5,5
National id more than ethnic,1,0,1,3,38,1444,11,0,1234,11,15,0,16,3,3
National id only,1,1,1,3,21,441,11,0,5276,52,17,0,5,6,4
National and ethnic ids equal,1,1,1,4,38,1444,11,0,1234,11,15,0,16,3,3
National and ethnic ids equal,0,0,0,5,37,1369,11,0,4249,34,16,1,21,5,1
National id only,1,0,0,3,29,841,-3,0,127,1,14,0,10,9,2
National id only,1,0,0,5,30,900,8,0,127,1,14,0,30,8,5
National and ethnic ids equal,1,0,0,3,50,2500,10,0,1234,11,15,0,17,3,4
National id more than ethnic,1,0,1,8,63,3969,12,0,1234,11,15,0,15,3,2
National id only,0,0,1,3,66,4356,7,0,1234,11,15,0,20,3,0
Ethnic id more than national,1,1,0,3,29,841,13,0,4249,34,16,1,19,5,6
National and ethnic ids equal,1,0,1,6,76,5776,9,0,4249,34,16,1,23,5,3
National id more than ethnic,1,0,1,5,55,3025,15,0,1234,11,15,0,12,3,6
National id only,0,0,1,3,52,2704,7,0,127,1,14,0,31,8,6
National and ethnic ids equal,0,0,0,6,30,900,15,0,1234,11,15,0,12,3,6
National id only,1,0,0,2,43,1849,9,0,5276,52,17,0,7,6,6
National id only,1,0,0,0,26,676,14,0,1234,11,15,0,13,3,0
National id only,0,0,1,4,36,1296,11,0,1234,11,15,0,16,3,3
National id only,0,0,1,3,29,841,2,0,127,1,14,0,5,9,4
National id only,0,0,0,3,42,1764,12,0,1234,11,15,0,15,3,2
National id only,0,0,0,5,29,841,2,0,127,1,14,0,5,9,4
National and ethnic ids equal,0,0,0,5,30,900,10,0,4249,34,16,1,22,5,2
National id only,1,0,1,2,22,484,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,1,0,1,3,40,1600,13,0,4249,34,16,1,19,5,6
National id only,0,1,1,2,41,1681,12,0,1234,11,15,0,15,3,2
National id only,1,0,1,3,59,3481,6,0,127,1,14,0,1,9,0
National id only,1,1,1,5,68,4624,10,0,1234,11,15,0,17,3,4
National id more than ethnic,0,0,1,3,56,3136,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,1,0,1,4,51,2601,13,0,5276,52,17,0,3,6,2
National id only,0,0,0,2,62,3844,14,0,5276,52,17,0,2,6,1
National id only,1,1,1,5,40,1600,15,0,5276,52,17,0,1,6,0
National id only,1,0,1,3,63,3969,6,0,127,1,14,0,1,9,0
National id only,1,1,0,4,25,625,9,0,1234,11,15,0,18,3,5
National id only,1,0,1,0,46,2116,15,0,1234,11,15,0,12,3,6
National id more than ethnic,1,0,0,2,25,625,13,0,4249,34,16,1,19,5,6
National id only,1,0,1,2,35,1225,4,0,127,1,14,0,3,9,2
National id more than ethnic,1,0,1,2,19,361,9,0,4249,34,16,1,23,5,3
National id more than ethnic,0,0,1,6,64,4096,14,0,5276,52,17,0,2,6,1
National id more than ethnic,0,0,0,4,51,2601,10,0,5276,52,17,0,6,6,5
National id only,1,0,0,3,52,2704,15,0,5276,52,17,0,1,6,0
National and ethnic ids equal,1,0,1,5,43,1849,10,0,4249,34,16,1,22,5,2
National id only,1,0,0,0,75,5625,6,0,127,1,14,0,1,9,0
National id only,0,0,0,4,62,3844,14,0,4249,34,16,1,18,5,5
National id only,0,0,0,1,51,2601,-1,0,127,1,14,0,8,9,0
National and ethnic ids equal,1,0,0,3,36,1296,10,0,1234,11,15,0,17,3,4
National id only,1,0,0,2,27,729,12,0,5276,52,17,0,4,6,3
National id only,1,1,0,6,24,576,14,0,4249,34,16,1,18,5,5
National id only,1,1,0,0,41,1681,10,0,1234,11,15,0,17,3,4
National and ethnic ids equal,1,1,1,4,18,324,9,0,5276,52,17,0,7,6,6
National id more than ethnic,1,0,1,2,34,1156,10,0,5276,52,17,0,6,6,5
National id only,0,1,0,4,23,529,10,0,1234,11,15,0,17,3,4
National id only,1,1,0,4,45,2025,1,0,127,1,14,0,6,9,5
National and ethnic ids equal,1,0,0,3,52,2704,8,0,4249,34,16,1,24,5,4
National and ethnic ids equal,1,1,0,2,21,441,14,0,4249,34,16,1,18,5,5
National id only,0,0,1,7,24,576,6,0,127,1,14,0,1,9,0
National id more than ethnic,0,1,0,4,63,3969,12,0,5276,52,17,0,4,6,3
National id only,0,0,1,8,37,1369,10,0,4249,34,16,1,22,5,2
National id only,0,0,0,4,18,324,14,0,4249,34,16,1,18,5,5
National id only,1,0,1,3,48,2304,11,0,1234,11,15,0,16,3,3
National id only,1,1,1,0,24,576,7,0,127,1,14,0,31,8,6
National id only,1,0,0,2,56,3136,9,0,5276,52,17,0,7,6,6
National and ethnic ids equal,1,0,0,4,52,2704,14,0,4249,34,16,1,18,5,5
National and ethnic ids equal,0,0,0,0,40,1600,9,0,5276,52,17,0,7,6,6
Ethnic id more than national,1,0,1,2,53,2809,12,0,1234,11,15,0,15,3,2
National id only,0,0,0,4,42,1764,-1,0,127,1,14,0,8,9,0
Ethnic id more than national,0,0,0,4,35,1225,7,0,5276,52,17,0,9,6,1
Ethnic id only,1,0,1,0,50,2500,7,0,127,1,14,0,31,8,6
Ethnic id only,1,0,0,2,56,3136,14,0,4249,34,16,1,18,5,5
National id only,0,0,0,5,40,1600,-1,0,127,1,14,0,8,9,0
National id only,0,0,1,0,50,2500,8,0,127,1,14,0,30,8,5
National id more than ethnic,0,0,0,4,26,676,12,0,5276,52,17,0,4,6,3
National and ethnic ids equal,0,0,1,4,19,361,9,0,1234,11,15,0,18,3,5
National id only,0,0,0,4,76,5776,3,0,127,1,14,0,4,9,3
National id only,0,1,1,5,27,729,15,0,5276,52,17,0,1,6,0
Ethnic id only,1,0,0,4,24,576,6,0,127,1,14,0,1,9,0
National id only,0,1,0,3,45,2025,5,0,127,1,14,0,2,9,1
National and ethnic ids equal,1,0,0,0,50,2500,9,0,4249,34,16,1,23,5,3
National id only,0,0,1,4,27,729,13,0,5276,52,17,0,3,6,2
National id only,1,1,0,4,27,729,14,0,1234,11,15,0,13,3,0
National id more than ethnic,1,0,1,1,55,3025,8,0,4249,34,16,1,24,5,4
National id only,1,0,1,3,25,625,7,0,127,1,14,0,31,8,6
National id only,1,1,0,3,50,2500,6,0,127,1,14,0,1,9,0
National id only,1,0,1,4,38,1444,8,0,5276,52,17,0,8,6,0
Ethnic id more than national,1,0,0,2,55,3025,15,0,1234,11,15,0,12,3,6
National and ethnic ids equal,1,0,0,0,28,784,11,0,4249,34,16,1,21,5,1
Ethnic id more than national,1,0,1,2,33,1089,8,0,4249,34,16,1,24,5,4
National and ethnic ids equal,1,0,1,5,36,1296,8,0,4249,34,16,1,24,5,4
National and ethnic ids equal,1,0,1,3,23,529,8,0,4249,34,16,1,24,5,4
Ethnic id more than national,0,0,0,5,20,400,10,0,5276,52,17,0,6,6,5
National id only,1,0,1,3,37,1369,3,0,127,1,14,0,4,9,3
National id only,0,0,0,5,26,676,3,0,127,1,14,0,4,9,3
National and ethnic ids equal,0,0,0,2,32,1024,14,0,5276,52,17,0,2,6,1
Ethnic id only,0,0,1,0,45,2025,4,0,127,1,14,0,3,9,2
National id only,1,0,1,2,72,5184,14,0,4249,34,16,1,18,5,5
National and ethnic ids equal,0,0,0,4,38,1444,11,0,4249,34,16,1,21,5,1
Ethnic id more than national,0,0,0,3,23,529,14,0,1234,11,15,0,13,3,0
National id only,0,1,1,3,51,2601,3,0,127,1,14,0,4,9,3
National and ethnic ids equal,0,0,1,5,22,484,12,0,5276,52,17,0,4,6,3
Ethnic id only,1,0,0,0,86,7396,5,0,127,1,14,0,2,9,1
National id only,1,0,0,0,46,2116,13,0,5276,52,17,0,3,6,2
National id only,1,0,0,4,36,1296,12,0,5276,52,17,0,4,6,3
National id only,0,0,0,4,50,2500,7,0,127,1,14,0,31,8,6
National id only,1,0,0,2,39,1521,15,0,4249,34,16,1,17,5,4
National and ethnic ids equal,1,0,1,3,24,576,13,0,1234,11,15,0,14,3,1
National and ethnic ids equal,1,1,1,2,24,576,15,0,4249,34,16,1,17,5,4
National id only,1,0,0,2,40,1600,3,0,127,1,14,0,4,9,3
National id only,1,0,1,5,20,400,8,0,4249,34,16,1,24,5,4
National id only,1,0,0,6,41,1681,9,0,5276,52,17,0,7,6,6
